fide_id,list_month,standard,rapid,blitz,inactive
8650772,2026-07,1467,1497,,
8650780,2026-07,1483,1487,1461,
8650799,2026-07,1532,1523,1582,
8650802,2026-07,1679,1671,1679,
8650810,2026-07,1533,1563,1464,
8650861,2026-07,1512,,,
8650870,2026-07,1580,,,
8650888,2026-07,1691,,,1
8650896,2026-07,1686,,,1
8650926,2026-07,1703,1627,1556,
8650934,2026-07,1624,,,1
8650942,2026-07,1719,1769,,
8650950,2026-07,1603,,,1
8650969,2026-07,1632,,,1
8650977,2026-07,1863,1923,1942,
8650985,2026-07,1705,,,1
8651000,2026-07,1687,,,1
8651019,2026-07,1675,,,
8651027,2026-07,1773,1743,,
8651035,2026-07,1564,1599,,
8651043,2026-07,1601,,,
8651051,2026-07,1533,,,1
8651078,2026-07,1594,,,1
8651086,2026-07,1524,,,1
8651094,2026-07,1533,,,
8651108,2026-07,1880,,,
8651116,2026-07,1600,,,
8651132,2026-07,1518,,,
8651140,2026-07,1726,,,
8651175,2026-07,1709,1620,,
8651183,2026-07,1673,,1706,1
8651191,2026-07,1620,1623,1570,
8651205,2026-07,1526,,,
8651213,2026-07,1558,1555,,1
8651221,2026-07,1607,,,1
8651230,2026-07,,2019,,
8651264,2026-07,1557,,,
8651272,2026-07,1653,,,
8651280,2026-07,1427,,,
8651299,2026-07,1625,,,
8651302,2026-07,1567,,,
8651329,2026-07,1601,,,1
8651337,2026-07,1562,,,1
8651353,2026-07,1713,,,1
8651361,2026-07,1622,,,1
8651370,2026-07,1464,,,
8651388,2026-07,1529,,,1
8651400,2026-07,1466,,,1
8651418,2026-07,1905,1735,1604,
8651442,2026-07,1454,,,1
8651450,2026-07,1582,1674,,1
8651469,2026-07,1843,,,
8651477,2026-07,1625,,,1
8651493,2026-07,1546,,,1
8651507,2026-07,1687,,,1
8651515,2026-07,1625,,,1
8651523,2026-07,1558,,,1
8651531,2026-07,1601,,,
8651558,2026-07,1799,,,
8651566,2026-07,1583,,,1
8651574,2026-07,1652,,,
8651612,2026-07,1621,,,1
8651639,2026-07,1771,,,1
8651663,2026-07,1658,,,
8651671,2026-07,1608,,,1
8651701,2026-07,1540,,,
8651710,2026-07,1606,,,1
8651728,2026-07,1726,,,1
8651736,2026-07,1734,1685,,
8651752,2026-07,1527,,,
8651779,2026-07,1549,,,
8651787,2026-07,1622,,,1
8651795,2026-07,1547,,,1
8651817,2026-07,1684,,,1
8651825,2026-07,1431,,,
8651850,2026-07,1587,,,1
8651868,2026-07,1639,,,1
8651876,2026-07,1661,,,1
8651884,2026-07,1708,,,
8651892,2026-07,1726,1665,1537,
8651906,2026-07,1730,,,1
8651914,2026-07,1608,1675,,1
8651922,2026-07,1593,1578,,
8651949,2026-07,1627,,,1
8651957,2026-07,1522,,,
8651965,2026-07,1572,,,
8651973,2026-07,1631,,,
8651981,2026-07,1570,,,
8652007,2026-07,1609,,,
8652031,2026-07,1814,,,1
8652066,2026-07,1670,,,1
8652090,2026-07,,1696,,
8652104,2026-07,1538,,,
8652120,2026-07,1800,1756,1855,
8652147,2026-07,1452,,,
8652155,2026-07,,1686,,
8652171,2026-07,1795,1742,,
8652180,2026-07,,1572,,
8652198,2026-07,1407,,,
8652228,2026-07,1639,1687,,
8652244,2026-07,1778,1660,,
8652287,2026-07,1741,1736,,
8652317,2026-07,1750,,,1
8652333,2026-07,1578,1571,,
8652341,2026-07,1656,,,1
8652350,2026-07,1622,1581,,
8652422,2026-07,1741,1932,1886,
8652449,2026-07,1518,,,
8652490,2026-07,,1694,,
8652503,2026-07,,1541,,
8652538,2026-07,1443,,,
8652589,2026-07,1866,1918,,
8652643,2026-07,1684,1941,,
8652651,2026-07,1687,1714,,1
8652660,2026-07,1668,,,
8652686,2026-07,1539,,,
8652694,2026-07,,1630,,
8652708,2026-07,1519,,,
8652716,2026-07,,1559,,
8652740,2026-07,1650,,,1
8652791,2026-07,1848,,,1
8652805,2026-07,1826,,,
8652830,2026-07,1428,,,1
8652856,2026-07,1648,,,1
8652872,2026-07,1660,,,1
8652880,2026-07,1962,,1802,
8652899,2026-07,1654,,,
8652902,2026-07,1479,,,
8652937,2026-07,1864,1759,,
8652945,2026-07,1635,1659,,1
8652953,2026-07,1648,,,
8652961,2026-07,1953,1932,1818,
8652970,2026-07,1505,,,
8652988,2026-07,1468,,,1
8652996,2026-07,1857,,,
8653038,2026-07,1689,,,1
8653089,2026-07,1596,1602,,1
8653135,2026-07,1720,1816,,
8653178,2026-07,1539,,,1
8653194,2026-07,1660,,,1
8653216,2026-07,1709,,,
8653267,2026-07,1681,1607,,
8653275,2026-07,1862,1801,1772,
8653283,2026-07,1665,,,
8653291,2026-07,1671,1694,,
8653305,2026-07,1514,1709,1590,
8653330,2026-07,1572,,,
8653356,2026-07,1775,,,
8653364,2026-07,1616,1629,,
8653410,2026-07,1560,,,
8653500,2026-07,1718,,,1
8653526,2026-07,1706,,,1
8653534,2026-07,1595,,,1
8653542,2026-07,1542,,,
8653550,2026-07,1710,1673,,
8653577,2026-07,1800,,,
8653607,2026-07,1559,,,1
8653615,2026-07,1618,,,1
8653623,2026-07,1631,,,1
8653631,2026-07,1479,1498,,
8653640,2026-07,1540,,,
8653658,2026-07,1608,1560,,1
8653690,2026-07,1550,,,
8653704,2026-07,1588,,,
8653712,2026-07,1434,1577,,
8653720,2026-07,1463,1480,,1
8653755,2026-07,2029,1935,1973,
8653763,2026-07,1593,,,
8653771,2026-07,1771,1762,1727,
8653780,2026-07,1535,,,
8653798,2026-07,1435,1489,1468,
8653801,2026-07,1854,1664,1766,
8653810,2026-07,1512,,,1
8653844,2026-07,1554,,,1
8653852,2026-07,1612,,,
8653860,2026-07,1674,1604,,
8653879,2026-07,1521,,,1
8653887,2026-07,1641,,,1
8653895,2026-07,1575,,,1
8653909,2026-07,1861,,,1
8653917,2026-07,1501,,,
8653925,2026-07,1595,,,1
8653941,2026-07,1599,,,
8653950,2026-07,1596,,,
8653968,2026-07,1788,1682,,
8653976,2026-07,1551,,,1
8653984,2026-07,2131,1966,1950,
8653992,2026-07,1615,,,1
8654000,2026-07,1748,1771,,
8654018,2026-07,1672,,,
8654026,2026-07,1728,,,1
8654042,2026-07,1741,,,
8654069,2026-07,1656,1531,,
8654077,2026-07,1693,,,1
8654085,2026-07,1722,1627,1566,
8654093,2026-07,1680,,,1
8654107,2026-07,1582,,,1
8654115,2026-07,1641,,,1
8654123,2026-07,1489,,,1
8654131,2026-07,1545,,,
8654140,2026-07,1687,,,
8654182,2026-07,1535,,,
8654190,2026-07,1502,,,
8654204,2026-07,1683,,,1
8654220,2026-07,1624,,,1
8654247,2026-07,1520,1562,,
8654280,2026-07,1643,,,1
8654298,2026-07,1593,,,1
8654301,2026-07,1536,,,1
8654336,2026-07,1747,1639,,
8654360,2026-07,1593,,,
8654387,2026-07,1710,,,1
8654417,2026-07,1567,1660,1583,
8654433,2026-07,1607,,,
8654476,2026-07,1511,1491,,
8654492,2026-07,1739,1809,,1
8654514,2026-07,1588,,,
8654522,2026-07,1551,,,1
8654549,2026-07,,1415,,
8654573,2026-07,1523,,,
8654581,2026-07,,1824,,
8654590,2026-07,1564,1590,,
8654611,2026-07,1575,,,1
8654620,2026-07,1717,,,1
8654638,2026-07,1564,,,
8654670,2026-07,1625,1496,,
8654689,2026-07,1721,,1771,1
8654700,2026-07,1523,,1481,
8654743,2026-07,1736,1733,,
8654786,2026-07,,1793,1401,
8654794,2026-07,1697,1759,1710,
8654808,2026-07,,,2059,
8654875,2026-07,,1432,,
8654891,2026-07,,1450,,
8654956,2026-07,1589,,,
8654999,2026-07,1643,,,
8655006,2026-07,1557,,,1
8655014,2026-07,1564,1509,1465,
8655065,2026-07,1727,1874,1800,
8655073,2026-07,1645,,,
8655081,2026-07,1881,1779,1743,
8655090,2026-07,2003,1895,1840,
8655103,2026-07,1888,1733,1664,
8655154,2026-07,1483,1448,,1
8655227,2026-07,1886,2024,1709,1
8655235,2026-07,1569,1567,1568,
8655243,2026-07,1643,1651,1640,1
8655308,2026-07,1597,1590,1621,
8655324,2026-07,1907,1778,1610,
8655367,2026-07,,,1721,
8655405,2026-07,,,1821,
8655413,2026-07,1451,1475,,
8655464,2026-07,,1632,1645,
8655502,2026-07,1855,,1739,1
8655596,2026-07,1615,,1634,1
8655626,2026-07,2024,,1903,
8655634,2026-07,,1585,,
8655650,2026-07,1709,,,1
8655669,2026-07,1627,1596,1681,1
8655677,2026-07,1903,1880,1900,
8655685,2026-07,1622,,,1
8655693,2026-07,1954,1856,1946,
8655707,2026-07,1592,1613,,1
8655715,2026-07,1580,1474,,
8655723,2026-07,1626,,,1
8655731,2026-07,1541,,,1
8655740,2026-07,1892,1748,1783,
8655758,2026-07,1696,,,1
8655766,2026-07,1698,1678,1658,
8655774,2026-07,1576,,,
8655790,2026-07,1650,,,1
8655804,2026-07,1675,,,
8655812,2026-07,1567,,,1
8655820,2026-07,1533,,,
8655839,2026-07,1677,1680,,
8655847,2026-07,1679,1673,,
8655855,2026-07,1649,,,
8655863,2026-07,1720,1706,,
8655871,2026-07,1521,1447,1505,
8655880,2026-07,1757,1875,,
8655898,2026-07,1550,,,1
8655901,2026-07,1939,1809,,
8655910,2026-07,1655,1588,,
8655928,2026-07,1560,,,
8655936,2026-07,1549,,,
8655944,2026-07,1531,1499,,
8655952,2026-07,1471,1429,,
8655960,2026-07,1558,,,
8655979,2026-07,1951,1779,,
8655987,2026-07,1660,1649,1606,
8655995,2026-07,2063,2041,,
8656010,2026-07,1924,1902,1843,
8656029,2026-07,1666,,,
8656037,2026-07,1557,,,1
8656045,2026-07,1743,,,1
8656053,2026-07,1628,1662,,
8656061,2026-07,1538,,,
8656070,2026-07,1644,,,1
8656088,2026-07,1789,1825,,1
8656096,2026-07,1568,1524,,
8656118,2026-07,1615,,,1
8656126,2026-07,,1623,,
8656134,2026-07,1483,,1467,
8656177,2026-07,1850,1805,,
8656266,2026-07,1971,1869,2023,
8656290,2026-07,1514,1427,,
8656371,2026-07,1754,1759,,
8656380,2026-07,1733,1849,1683,
8656568,2026-07,1483,1589,1499,
8656614,2026-07,1581,1597,1599,
8656738,2026-07,1709,1661,1630,1
8656754,2026-07,1835,1532,1670,
8656770,2026-07,1563,1433,1623,1
8656797,2026-07,1617,1612,,
8656800,2026-07,1567,1582,,
8656819,2026-07,,1557,,
8656835,2026-07,1553,1614,1707,
8656843,2026-07,1617,,,
8656851,2026-07,1696,,,
8656924,2026-07,1450,,,
8656940,2026-07,1829,1698,1740,
8656967,2026-07,1805,,,
8657025,2026-07,1524,1405,1501,1
8657033,2026-07,,,1467,
8657041,2026-07,1535,,1597,
8657050,2026-07,1667,1605,1572,
8657068,2026-07,1637,,,
8657076,2026-07,,1554,1468,
8657084,2026-07,1631,1646,,
8657092,2026-07,1865,1748,1545,
8657106,2026-07,1654,1690,1616,
8657149,2026-07,,1667,,
8657173,2026-07,,1687,,
8657181,2026-07,,1533,,
8657190,2026-07,,1590,,
8657203,2026-07,1672,,,
8657220,2026-07,1594,,,1
8657238,2026-07,,1600,,
8657246,2026-07,1853,1791,,
8657262,2026-07,,1542,,
8657351,2026-07,,1702,,
8657360,2026-07,,1630,,
8657394,2026-07,1617,,,
8657440,2026-07,1674,1677,1727,1
8657580,2026-07,1749,1857,1815,
8657599,2026-07,1692,1700,,
8657610,2026-07,1613,,,
8657670,2026-07,,1810,,
8657696,2026-07,1686,,,1
8657769,2026-07,1847,,,1
8657785,2026-07,1624,1523,1530,
8657793,2026-07,,,1521,
8657807,2026-07,1744,,,
8657823,2026-07,1578,1534,1582,
8657831,2026-07,1662,,,1
8657840,2026-07,1660,,,
8657866,2026-07,1533,,,
8657912,2026-07,1621,,,1
8657920,2026-07,1685,,,1
8657955,2026-07,1677,,,1
8657963,2026-07,1511,1491,1436,1
8657980,2026-07,1519,,1469,
8657998,2026-07,1485,1482,1596,
8658005,2026-07,1665,1720,1502,
8658013,2026-07,,1473,1469,
8658021,2026-07,,1489,,
8658030,2026-07,1426,,,1
8658056,2026-07,,,1541,
8658064,2026-07,1527,,,
8658080,2026-07,1593,1697,1560,
8658099,2026-07,1569,1595,1594,1
8658129,2026-07,,1460,1594,
8658137,2026-07,,,1420,
8658226,2026-07,,1639,,
8658234,2026-07,,1513,,
8658250,2026-07,1738,1750,1790,
8658307,2026-07,1609,1615,1540,
8658331,2026-07,1533,1578,,
8658412,2026-07,1691,,,
8658439,2026-07,1878,,1819,1
8658480,2026-07,1565,,,
8658498,2026-07,1579,,,
8658528,2026-07,1413,,,
8658536,2026-07,1608,1613,,
8658552,2026-07,1558,,,
8658560,2026-07,1526,,,1
8658609,2026-07,1523,,,1
8658617,2026-07,1697,,,1
8658650,2026-07,1705,1583,,
8658668,2026-07,1414,,,
8658676,2026-07,1639,,,
8658692,2026-07,1737,1651,1785,
8658714,2026-07,1657,1526,,
8658757,2026-07,1862,1733,1801,
8658765,2026-07,1578,,,
8658773,2026-07,1647,1659,,
8658811,2026-07,1642,,,
8658870,2026-07,1458,,,
8658889,2026-07,1463,,,
8658897,2026-07,,,1515,
8658900,2026-07,,1853,,
8658919,2026-07,,1746,1756,
8658927,2026-07,,1741,1835,
8658951,2026-07,,,1709,
8658960,2026-07,1513,1629,1554,
8659001,2026-07,1939,,,1
8659028,2026-07,,1723,,
8659087,2026-07,1780,,,
8659095,2026-07,1543,,,1
8659109,2026-07,1682,,,1
8659117,2026-07,1543,,,1
8659125,2026-07,1531,,,1
8659133,2026-07,,,1479,
8659150,2026-07,1921,,,1
8659184,2026-07,1898,1448,,
8659214,2026-07,,1529,1614,
8659249,2026-07,1566,,,1
8659265,2026-07,1531,,,
8659273,2026-07,1696,1627,,
8659303,2026-07,1703,1597,,
8659320,2026-07,1671,,,1
8659338,2026-07,1643,1561,1582,
8659346,2026-07,1882,,,
8659354,2026-07,,,1473,
8659362,2026-07,1832,,,1
8659370,2026-07,1704,,,
8659397,2026-07,1522,,,1
8659427,2026-07,1575,,,1
8659443,2026-07,1494,,,1
8659486,2026-07,1905,,,
8659494,2026-07,1646,,,
8659508,2026-07,1727,,,1
8659516,2026-07,1580,1542,,1
8659524,2026-07,1764,1737,,
8659532,2026-07,1623,,,
8659540,2026-07,1567,,,1
8659559,2026-07,1694,,,1
8659575,2026-07,1473,,,
8659591,2026-07,1673,,,
8659605,2026-07,1611,1608,,
8659613,2026-07,1548,1504,,
8659621,2026-07,1653,1709,,
8659630,2026-07,1599,1550,,
8659648,2026-07,1793,,,
8659664,2026-07,1607,1527,,
8659672,2026-07,1552,,,
8659680,2026-07,1672,,,
8659699,2026-07,1472,,,
8659702,2026-07,1418,,,
8659710,2026-07,1511,1576,,
8659745,2026-07,1482,,,
8659788,2026-07,,1817,1818,
8659826,2026-07,1573,,,
8659834,2026-07,1622,,,
8659842,2026-07,1765,,,1
8659850,2026-07,1647,1634,1582,
8659869,2026-07,1531,,,1
8659877,2026-07,1641,1678,1701,
8659907,2026-07,1584,,,1
8659915,2026-07,1636,,,
8659931,2026-07,1701,,,1
8659940,2026-07,1517,,,
8659966,2026-07,1544,1522,,
8660018,2026-07,1526,,,1
8660166,2026-07,1829,1916,1961,
8660280,2026-07,1545,1651,,1
8660298,2026-07,,1458,,
8660301,2026-07,,1533,,
8660310,2026-07,1512,,,
8660328,2026-07,1530,1496,,1
8660336,2026-07,1865,,,1
8660344,2026-07,1654,1715,1739,
8660352,2026-07,,,1500,
8660360,2026-07,1445,,,1
8660603,2026-07,1470,,,
8661090,2026-07,1484,,,
8661120,2026-07,1599,,,1
8661138,2026-07,1737,1666,1671,
8661154,2026-07,1534,1489,1556,
8661162,2026-07,,,1651,
8661200,2026-07,1667,1592,,
8661260,2026-07,1708,,,
8661294,2026-07,1726,,,
8661308,2026-07,1708,,,
8661367,2026-07,1743,,,
8661456,2026-07,,1585,,
8661464,2026-07,,1519,,
8661499,2026-07,1726,,,
8661502,2026-07,1894,,,
8661561,2026-07,1634,,,
8661693,2026-07,1427,,,
8661715,2026-07,1710,,,1
8661740,2026-07,1682,,,
8661847,2026-07,1688,,,
8661863,2026-07,1706,,,1
8661880,2026-07,1809,,,
8661898,2026-07,1656,,,
8661910,2026-07,1727,,,
8661952,2026-07,1654,,,
8661960,2026-07,1804,,,
8662150,2026-07,1634,,,
8662169,2026-07,1618,,,
8662177,2026-07,1486,,,
8662207,2026-07,1403,1411,,
8662223,2026-07,,,1453,
8662258,2026-07,1523,,1464,
8662304,2026-07,1685,1709,,
8662312,2026-07,1723,,,
8662355,2026-07,1524,,,
8662401,2026-07,1542,1534,1550,
8662410,2026-07,1671,1679,,
8662428,2026-07,1509,,,
8662436,2026-07,1652,,,
8662444,2026-07,1629,1583,1617,
8662452,2026-07,1609,1613,1532,
8662460,2026-07,1701,,,1
8662479,2026-07,1528,1607,,
8662487,2026-07,1655,1659,1539,
8662495,2026-07,1580,1665,1607,
8662509,2026-07,1622,1624,1678,
8662517,2026-07,1671,1664,,
8662525,2026-07,1736,,,1
8662533,2026-07,1678,1637,,
8662541,2026-07,1572,,,
8662576,2026-07,1753,,,
8662584,2026-07,1502,1550,1475,
8662606,2026-07,1797,1780,,
8662622,2026-07,1994,2001,1765,
8662851,2026-07,1445,,,
8662886,2026-07,1610,,,
8662908,2026-07,1748,,,
8662916,2026-07,1552,1487,1634,
8662924,2026-07,1659,1633,1619,
8662932,2026-07,1538,1467,,
8662940,2026-07,1801,,,1
8662967,2026-07,1769,1821,,
8662991,2026-07,1636,1532,,1
8663009,2026-07,1526,,,1
8663017,2026-07,1493,1486,,
8663033,2026-07,1668,,,1
8663068,2026-07,1653,,,
8663076,2026-07,1718,,1684,
8663084,2026-07,1697,,,1
8663092,2026-07,,1731,,
8663149,2026-07,1734,1747,,1
8663173,2026-07,1914,,,1
8663181,2026-07,1442,,,
8663254,2026-07,1509,1512,1479,
8663289,2026-07,1582,1538,1553,
8663300,2026-07,1662,1706,1622,
8663360,2026-07,2033,,,1
8663416,2026-07,1609,,,1
8663459,2026-07,1497,,,
8663513,2026-07,1727,1669,1722,
8663521,2026-07,1577,,1555,
8663556,2026-07,1954,,,
8663572,2026-07,1651,1915,,
8663599,2026-07,1633,1712,,
8663602,2026-07,1706,,,
8663629,2026-07,1582,1602,,
8663661,2026-07,1680,1536,1627,
8663696,2026-07,1733,1634,1680,
8663742,2026-07,1617,1613,1620,
8663750,2026-07,1657,1569,,
8663785,2026-07,1589,,,
8663793,2026-07,1669,1622,1725,
8663831,2026-07,1429,,,
8663858,2026-07,1679,1649,,
8663882,2026-07,1733,1807,,
8663904,2026-07,1684,,,
8663920,2026-07,1684,,,
8663947,2026-07,1645,,,
8663963,2026-07,1461,,,
8663971,2026-07,1683,1637,,
8663980,2026-07,1765,1740,,
8663998,2026-07,1754,1709,1765,
8664030,2026-07,,1526,,
8664056,2026-07,1669,1572,,
8664064,2026-07,1673,,,
8664137,2026-07,1537,,,
8664170,2026-07,1669,1766,1670,
8664188,2026-07,1683,,,
8664196,2026-07,1742,1720,1719,
8664242,2026-07,1710,1743,,
8664269,2026-07,1565,1622,,
8664315,2026-07,1727,1607,,
8664382,2026-07,,1612,,
8664390,2026-07,1540,1602,,
8664463,2026-07,,1745,,
8664943,2026-07,1683,1537,,
8664960,2026-07,1793,1596,,
8664986,2026-07,1592,1618,,
8665044,2026-07,1590,1646,,
8665060,2026-07,1629,,,
8665079,2026-07,,1483,,
8665095,2026-07,1677,,,
8665125,2026-07,1586,1505,,
8665141,2026-07,1665,1581,1424,
8665168,2026-07,,1417,,
8665222,2026-07,,1501,,
8665249,2026-07,1628,,,
8665443,2026-07,1758,,,
8665460,2026-07,1728,1629,1630,
8665478,2026-07,1514,,,
8665494,2026-07,1496,,1528,1
8665532,2026-07,,,1562,
8665583,2026-07,,1622,,
8665591,2026-07,1460,,,
8665605,2026-07,1452,,,
8665630,2026-07,1769,,,
8665664,2026-07,1495,1452,,
8665672,2026-07,1685,1678,,
8665680,2026-07,1634,,,1
8665699,2026-07,1420,1590,,
8665737,2026-07,1410,1435,1442,
8665745,2026-07,1653,1557,,1
8665770,2026-07,1474,1542,1478,
8665869,2026-07,1568,,,
8666040,2026-07,,1704,1581,
8666091,2026-07,1473,1507,,
8666121,2026-07,1628,,,1
8666164,2026-07,1610,1642,,
8666172,2026-07,1506,,,
8666180,2026-07,1485,,,1
8666199,2026-07,1675,,,1
8666202,2026-07,1481,1515,1534,
8666210,2026-07,,1520,,
8666253,2026-07,1781,1806,,
8666300,2026-07,1584,1567,,
8666326,2026-07,1597,,,
8666342,2026-07,1590,,,
8666369,2026-07,1672,1738,1711,
8666377,2026-07,1515,,,1
8666407,2026-07,,1672,,
8666415,2026-07,,1761,,
8666423,2026-07,1486,,,1
8666431,2026-07,1652,,,
8666458,2026-07,1536,,,
8666474,2026-07,1554,,,
8666490,2026-07,1584,1590,,
8666504,2026-07,1654,,,1
8666512,2026-07,1643,,,1
8666520,2026-07,1594,1615,,
8666539,2026-07,1707,1648,,
8666547,2026-07,1533,,,
8666563,2026-07,1465,,,
8666610,2026-07,1705,1727,,
8666636,2026-07,,1741,,
8666644,2026-07,1565,,,1
8666709,2026-07,,1620,,
8666725,2026-07,1622,,,
8666741,2026-07,1605,,,
8666750,2026-07,1595,1587,,1
8666768,2026-07,1619,1636,,
8666776,2026-07,1650,,,1
8666806,2026-07,1459,,1409,
8666830,2026-07,1561,1654,,
8666849,2026-07,1501,,,
8666857,2026-07,1679,1572,,1
8666865,2026-07,1801,1693,,
8666873,2026-07,1505,,,
8666881,2026-07,1464,,,1
8666890,2026-07,1643,,,
8666903,2026-07,1779,,,1
8666920,2026-07,1442,,,
8666962,2026-07,1559,,,1
8666970,2026-07,1540,,,
8666997,2026-07,1504,,,1
8667004,2026-07,1734,,,
8667063,2026-07,1540,,,
8667071,2026-07,1497,,,1
8667080,2026-07,1501,,,1
8667101,2026-07,1606,,,1
8667128,2026-07,1757,,,1
8667152,2026-07,1444,,,
8667179,2026-07,1483,,,
8667187,2026-07,1487,,,1
8667195,2026-07,1518,1594,1509,
8667209,2026-07,1482,,,1
8667217,2026-07,1606,,,
8667225,2026-07,1582,,,1
8667233,2026-07,1692,,,1
8667241,2026-07,1481,,,1
8667268,2026-07,1676,,,
8667276,2026-07,1557,,,1
8667306,2026-07,,1557,,
8667314,2026-07,1585,1679,,
8667322,2026-07,1483,,,1
8667349,2026-07,1599,1662,,
8667357,2026-07,1624,,,
8667403,2026-07,,1498,,
8667411,2026-07,1704,,,
8667420,2026-07,1451,,,
8667438,2026-07,1656,1587,,1
8667454,2026-07,1522,,,
8667462,2026-07,1647,1621,,1
8667470,2026-07,1690,1663,,1
8667489,2026-07,1583,,,1
8667500,2026-07,1517,,,1
8667519,2026-07,1555,1476,1425,
8667527,2026-07,1856,1685,,
8667535,2026-07,1633,,,
8667543,2026-07,,1655,,
8667551,2026-07,1649,1817,,
8667578,2026-07,1501,1570,1535,
8667594,2026-07,1748,1763,,
8667608,2026-07,1535,,,1
8667616,2026-07,1703,,,1
8667624,2026-07,1633,,,1
8667632,2026-07,1791,,,1
8667640,2026-07,1547,,,
8667667,2026-07,1549,,,
8667675,2026-07,1562,1580,,
8667683,2026-07,1567,1406,,
8667713,2026-07,1464,,,
8667721,2026-07,1628,,,
8667756,2026-07,1541,1596,,
8667799,2026-07,1589,,,
8667829,2026-07,1499,,,
8667837,2026-07,1535,1495,1541,
8667845,2026-07,1533,,,
8667896,2026-07,1574,,,
8667900,2026-07,1670,1534,,
8667918,2026-07,1584,1534,,
8667926,2026-07,1552,1491,,
8667942,2026-07,1701,,,
8667969,2026-07,1532,,,
8667977,2026-07,1524,,,1
8667985,2026-07,1520,1517,,
8667993,2026-07,1591,,,
8668035,2026-07,1565,1619,,
8668078,2026-07,1691,,,1
8668086,2026-07,1656,,,
8668094,2026-07,1624,,,
8668116,2026-07,1602,,,
8668124,2026-07,1492,,,
8668132,2026-07,1629,,,1
8668159,2026-07,1573,,,
8668248,2026-07,1587,,,
8668310,2026-07,,1634,,
8668337,2026-07,1694,,,
8668345,2026-07,1579,,,
8668388,2026-07,1614,,,
8668418,2026-07,1461,1470,,
8668426,2026-07,,1685,,
8668434,2026-07,1670,,,
8668485,2026-07,,1586,,
8668531,2026-07,1555,,,
8668558,2026-07,1641,1602,,
8668566,2026-07,1899,1726,,
8668582,2026-07,1678,1649,,
8668590,2026-07,1664,,,
8668647,2026-07,1761,,,1
8668671,2026-07,1560,,,
8668710,2026-07,1773,,,
8668728,2026-07,1728,1879,,
8668736,2026-07,1762,,,
8668752,2026-07,1696,1698,,
8668795,2026-07,1607,,,
8668825,2026-07,1715,1550,,
8668850,2026-07,1579,,,
8668868,2026-07,1608,,,
8668884,2026-07,1783,,,
8668906,2026-07,1514,1512,1545,
8668914,2026-07,1663,,,
8668930,2026-07,1596,,,
8668949,2026-07,1713,1722,1771,
8668957,2026-07,1708,1571,,
8668965,2026-07,,1533,,
8668973,2026-07,1626,1650,1635,
8668990,2026-07,1776,,,
8669074,2026-07,1681,,,
8669090,2026-07,1508,1590,,
8669104,2026-07,1622,,,
8669120,2026-07,1520,,,
8669147,2026-07,1641,,,
8669155,2026-07,1538,1604,,
8669201,2026-07,1654,1623,1740,
8669244,2026-07,1558,1590,,
8669252,2026-07,1657,,,
8669260,2026-07,1744,1720,,
8669287,2026-07,1719,,1587,
8669295,2026-07,1701,,,
8669309,2026-07,1570,1625,,
8669317,2026-07,1692,,,
8669333,2026-07,1775,1774,,
8669341,2026-07,,1739,,
8669368,2026-07,1702,1574,1680,
8669384,2026-07,1593,,,
8669392,2026-07,1697,,,
8669465,2026-07,1515,1528,,
8669473,2026-07,1655,,,
8669490,2026-07,1731,1550,,
8669503,2026-07,1695,1580,,
8669511,2026-07,1710,1714,1740,
8669520,2026-07,1584,,,
8669600,2026-07,1478,1499,,
8669643,2026-07,1730,,,
8669651,2026-07,1571,,,
8669678,2026-07,1680,1636,,
8669686,2026-07,1511,,,
8669694,2026-07,1631,,,
8669708,2026-07,,1667,,
8669724,2026-07,1588,,,
8669732,2026-07,1590,,,
8669821,2026-07,1714,,,
8669848,2026-07,1541,,,
8669899,2026-07,1613,1517,1573,
8669910,2026-07,1695,,,
8669970,2026-07,1693,1768,,
8669988,2026-07,,1551,,
8670030,2026-07,1640,,,
8670064,2026-07,1659,1474,1674,
8670080,2026-07,1527,1506,,
8670099,2026-07,1642,1594,,
8670102,2026-07,1840,,,
8670110,2026-07,1965,1920,,
8670137,2026-07,1730,,,
8670145,2026-07,1716,,,1
8670161,2026-07,1600,1550,,
8670170,2026-07,1729,1722,,
8670188,2026-07,1844,1846,,
8670200,2026-07,1478,1593,,
8670242,2026-07,1591,,,
8670285,2026-07,1669,1780,1785,
8670293,2026-07,1681,,,1
8670307,2026-07,1531,,,1
8670323,2026-07,1577,1515,,
8670331,2026-07,1541,,,1
8670358,2026-07,1466,1441,,
8670366,2026-07,1750,,1733,
8670390,2026-07,1780,1724,,
8670420,2026-07,1576,,,
8670447,2026-07,1573,,,
8670455,2026-07,,1494,,
8670463,2026-07,1595,1626,,1
8670501,2026-07,1576,,,1
8670510,2026-07,1748,1720,,1
8670528,2026-07,1696,1694,,1
8670544,2026-07,1678,,,
8670560,2026-07,1577,,,
8670579,2026-07,1699,,,
8670587,2026-07,1613,,,1
8670609,2026-07,1605,,,1
8670617,2026-07,1604,,1622,
8670625,2026-07,1864,,,1
8670633,2026-07,1703,,,
8670641,2026-07,1584,,,1
8670650,2026-07,1737,,,
8670668,2026-07,1650,,1654,
8670676,2026-07,1636,,,1
8670692,2026-07,1514,1555,,
8670706,2026-07,1570,1583,,
8670714,2026-07,1493,,,1
8670722,2026-07,1573,,,
8670730,2026-07,1544,,,1
8670765,2026-07,1461,1577,,1
